"CASE_NUMBER","CASE_NAME","SUB_TYPE","APPLICATION_START_DATE","DETAILED_STATUS","COUNCIL_DISTRICT","PROPOSED_ZONING","EXISTING_ZONING","TCAD_ID","DESCRIPTION_OF_WORK","LATITUDE","LONGITUDE"
"C814-96-0003.15","Pioneer Crossing PUD Amendment #15","Planned Unit Development (PUD)","02/22/2019","Closed","","PUD","PUD","","The Applicant has requested a 15th Amendment to the Pioneer Crossing PUD to address the interpretation of Part 13 of the original PUD ordinance (Ordinance No. 970410-I) concerning the dedication of pa","",""
"C814-06-0175.03","East Avenue PUD, Parcel A Amendment","Planned Unit Development (PUD)","05/27/2020","Closed","","PUD-NP, planned unit development - neighborhood plan, to modify the allowable height","PUD-NP, planned unit development - neighborhood plan","0215080159","The Applicant is proposing to amend 1.13 acres of an approved Planned Unit Development, to increase the maximum allowable height of Parcel A.","30.29179450","-97.72237949"
"NPA-2019-0008.01","2717 Manor Road","Amended Neighborhood Plan","07/31/2019","Closed","","","","0212120308","Rosewood -2019 Neighborhood Plan Amendment Number 1.
On Oct. 3, 2019, the applicant added an additional lot, 2204 Curtis Ave, to the application.","30.28508271","-97.71272527"
"C814-97-0002.01","Mary Vice Estates PUD Lot 27 Amendment","Planned Unit Development (PUD)","08/13/2018","Closed","","Mixed Use","PUD-NP","","The application is proposing an increase to maximum building square footage, reduce the building setbacks and allow townhouse, condo, and duplex residential uses to the existing use.","",""
"NPA-2023-0014.02.SH","5901 Drowsy Willow Trail - NPA","Amended Neighborhood Plan","06/01/2023","Closed","","","","0322020144","The applicant is proposing an NPA from Single Family, Open Space to Multi family 

Related case:  C14-2023-0078.SH from PUD-NP to MF-3-NP.","30.18756793","-97.74334392"
"C814-2012-0152.04","Pilot Knob PUD - 4th Amendment","Planned Unit Development (PUD)","01/28/2022","Closed","","PUD, planned unit development, to add 50.908 acres of unzoned land to the project area","PUD, planned unit development","","The Applicant is proposing to add 50.908 acres of unzoned land to the project area of the Pilot Knob PUD.

Related case:  C7L-2022-0001","",""
"C814-96-0003.17","Pioneer Crossing PUD Amendment #17","Planned Unit Development (PUD)","09/02/2020","Closed","","PUD, to modify the land use plan","PUD","","The Applicant is proposing to amend the PUD, to reallocate dwelling units and impervious cover between RA parcels, revise the boundary line between RA 12 and RA 14, reallocate the proposed future r-o-","",""
"NPA-2020-0015.04.SH","Lott Avenue","Amended Neighborhood Plan","07/30/2020","Closed","","","","0209190322","The applicant is proposing to amend a previously approved neighborhood plan.","30.27654149","-97.68350286"
"C814-96-0003.18","Pioneer Crossing PUD Amendment #18","Planned Unit Development (PUD)","06/08/2021","Closed","","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT","","The PUD amendment proposes to reallocate residential unit counts across different tract (while maintaining the same overall unit count), changing the uses on two tracts from residential to commercial,","",""
"NPA-2019-0010.01","2700 E 5th Street","Amended Neighborhood Plan","06/18/2019","Closed","","","","0203110602","City-Initiated plan amendment application to correct an error in the future land use map (FLUM) where the land use designation was not assigned during the planning process on property located at 2700","30.25717364","-97.71239609"
